50307,What If? Age of Ultron (2014) #3,3,20913,119,"- In a world without Thor, the Norse end times of Ragnarà¶k takes the lives of every super-powered being, leaving only the unpowered heroes of the Marvel Universe behind! - Assembled under the leadership of Nick Fury, these powerless Defenders are all that remains to defend the planet from the Midgard Serpent! ",, | writer:Joseph Keatinge | penciller (cover):Chris Stevens | artist:Mico Suayan,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
