49121,She-Hulk (2014) #7,7,22883,102,"- The return of superstar artist JAVIER PULIDO! - Guest-starring Hank Pym! - She-Hulk, Hellcat and Giant-Man team up to save one of Jen's officemates...but what else does Hank Pym have at stake, and what isn't he telling them? ",, | artist:Javier Pulido | writer:Charles Soule | penciller (cover):Kevin P. Wada,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-23T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
