49925,X-Force (2014) #6,6,24358,92,"- The explosive conclusion of the first arc of X-FORCE! - The unthinkable has occurred! One of the team is dead and the others are held captive by their newest foe: the swaggering oligarch VOLGA. - Struggling to save their own lives, X-Force's secrets come to light as they use everything in their arsenal to survive. - But when the dust settles, will these revealed truths ultimately tear them apart? ",, | penciller (cover):Jorge Molina | writer:Simon Spurrier,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
