50309,What If? Age of Ultron (2014) #5,5,19687,125,"AVENGERS INFINITY! - What if Hank Pym never created Ultron at all? - Could a world without Ultron survive a world without Ultron's own weapon-turned-Avenger, the Vision? - Can the very idea of the Avengers survive without each other? - In the darkest of all realities, can the Avengers ever hope to Assemble? v",, | artist:Ming Doyle | writer:Joseph Keatinge | penciller (cover):Chris Stevens,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-16T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
