48850,Thor: God of Thunder (2012) #19,19,42034,34,"THE LAST DAYS OF MIDGARD begin NOW! Thor, Asgardian God of Thunder, has always fought to save his adopted home of Earth. But who can he fight when the planet itself is dying? Thor&#39;s mortal ally and environmental secret agent Roz Solomon has a few ideas. Namely the world&#39;s largest and most nefarious energy company Roxxon, and its ruthless new CEO known as &quot;The Minotaur.&quot; Has the God of Thunder finally met his match, in the form of a multinational super-corporation? Meanwhile, many millennia ahead, a future version of Thor faces a very different battle to save what remains of the earth--a battle against the greatest villain the Marvel Universe has ever known&mdash;Galactus, the Devourer of Worlds!",, | editor:Wilson Moss,, | onsaleDate:2014-02-12T00:00:00-0500 | focDate:2014-01-29T00:00:00-0500 | unlimitedDate:2014-08-11T00:00:00-0400 | digitalPurchaseDate:2014-02-12T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
