49082,Moon Knight (2014) #6,6,37646,49,"Declan Shalvey & JORDIE BELLAIRE (A/C) - A threat from the first issue is back to cause problems for Moon Knight! - This mysterious person is the new BLACK SPECTRE and it doesn't mean anything good for the protector of night travelers. - Don't miss the conclusion of Warren Ellis, Declan Shalvey and Jordie Bellaire. ",, | penciller (cover):Jordan Diane Bellaire | penciller (cover):Declan Shalvey | writer:Warren Ellis,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-23T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
