50095,New Avengers (2013) #23,23,40018,43,"""OF ALL THAT WE ONCE WERE"" - We follow the members of the now-broken Illuminati through their last day on Earth. ",, | writer:Jonathan Hickman | artist:Kev Walker,, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-08-06T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
