50932,Spider-Man 2099 (2014) #2,2,47512,30,"-  Life's not easy when you're a Spider-Man from the year 2099 stuck in our present. -  But what's the bigger danger: bank robbers, or beautiful women? -  Peter David's truimpant return to the character he created continues! ",, | writer:Peter David | penciller (cover):Alexander Lozano | artist:William Sliney,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
