48615,Deadpool (2012) #27,27,62037,16,"- That's right-the day you never dreamed would come has finally arrived...Deadpool is getting MARRIED! - First up in this ENORMOUSLY OVERSIZED ISSUE is our the main feature-the biggest wedding since that one guy married that other guy as Deadpool and his mysterious bride tie the knot in a tale by Gerry Duggan, Brian Posehn, & Mike Hawthorne! - THEN, we've rounded up EVERY writer to ever pen Wade's series to celebrate this magical occasion! No self-respecting Poolophile can miss this one! - It's the most important issue 27 in the history of comics! ",, | writer:Gerry Duggan | writer:Victor Gischler | writer:Joe Kelly | writer:Fabian Nicieza | writer:Jimmy Palmiotti | writer:Brian Posehn | writer:Christopher Priest | writer:Frank Tieri | writer:Mark Waid | writer:Daniel Way | artist:Mike Hawthorne | penciller (cover):Scott Koblish,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:9.99 | digitalPurchasePrice:9.99
 
