49125,She-Hulk (2014) #11,11,19095,134,"At long last, it's all come down to this: THE BLUE FILE revealed! Titania vs She-Hulk! Angie Huang, no more?! Eep eep! ",, | penciller:Javier Pulido | editor:Jeanine Schaefer | writer:Charles Soule,, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-12-10T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:2.99
 
