50378,Hulk (2014) #5,5,34903,58,"- New writer Gerry Duggan (DEADPOOL) joins superstar artist Mark Bagley on an all new arc! - HULK is now............ - BANNER no more??? ",, | artist:Mark Bagley | writer:Gerry Duggan | editor:Mark Paniccia,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
