51768,Deathlok (2014) #3,3,18112,141,"- DEATHLOK is tasked with infiltrating a hostage situation in Stuttgart, Germany, but why? - SHIELD agent Andrea Hope has a lead in her investigation into Henry Hayes... - But she'll go to AN AVENGER for help! ",, | writer:Nathan Edmondson | penciller (cover):Mike Perkins,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
