49046,Deadpool Vs. Carnage (2014) #4,4,47228,32,"- Will Carnage spread Deadpool all over the landscape? - Or will Deadpool talk the scarlet sociopath's ear off? - Find out in the conclusion to the 2014 Insanity Cup! ",, | writer:Cullen Bunn | artist:Salvador Espin | penciller (cover):Glenn Fabry,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
