48528,All-New X-Men (2012) #25,25,63827,14,"- OVER-SIZED 25th ISSUE! - Artist Stuart Immonen is joined by a practical comic book artist hall of fame for this special landmark issue! ", | X-Men, | artist:Art Adams | artist:Jeff Scott Campbell | artist:Rafael Grampa | artist:Bruce Timm | writer:Brian Michael Bendis | writer:Stuart Immonen | writer:Skottie Young,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
