50534,Deadly Hands of Kung Fu (2014) #2,2,13093,152,"- Shang-Chi versus mystical kung-fu masters in the streets of London! - With a little help from THE DAUGHTERS OF THE DRAGON! - Terrible truths about Shang's fallen comrade revealed! ",, | writer:Mike Benson | artist:Tan Eng Huat | penciller (cover):Dave Johnson,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-28T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
