51143,Deadpool (2012) #38,38,43433,40,"AXIS TIE-IN! You heard right-since the events of AXIS inverted him...DEADPOOL HAS GONE ZEN! HE FOUND PEACE! HE SWORE OFF VIOLENCE! So how is he going to help his friends live through the inverted X-Men?!? ",, | penciller (cover):Mark Brooks | writer:Gerry Duggan | writer:Brian Posehn | artist:Mike Hawthorne, | Axis, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:3.99
 
