50893,Original Sins (2014) #4,4,32076,96,"- The ORIGINAL SIN of DOCTOR DOOM! - One of the YOUNG AVENGERS falls! - AND ANOTHER SURPRISE STORY! ",, | penciller (cover):Mark Brooks | writer:James Robinson, | Original Sin, | onsaleDate:2014-07-23T00:00:00-0400 | focDate:2014-06-30T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
