49854,Mighty Avengers (2013) #13,13,22490,104,"- Unlucky for some! The moon is full, the sacrifice is ready, and the Deathwalkers are about to end humanity as we know it! - The Mighty Avengers get a new member - but is that enough to stop the Four Who Rule attaining godhood? - Or... is it already too late to save the Earth? ",, | writer:Al Ewing | penciller (cover):Greg Land,, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-07-28T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
