48359,All-New Invaders (2014) #6,6,23470,99,"EVERYBODY HAS ONE... ",, | penciller (cover):Greg Land | writer:James Robinson, | Original Sin, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
