50375,Hulk (2014) #2,2,40590,45,"ALL-NEW DIRECTION! THE EPIC ""BANNER D.O.A."" BEGINS NOW!!! Following the shocking events of last month's INDESTRUCTIBLE HULK finale, Bruce Banner lies at death's door! If he survives, it WON'T be as the Bruce Banner we've known! How will the Hulk wreak vengeance on Banner's assailant? How CAN he? ",, | artist:Mark Bagley | penciller (cover):Jerome Opena | writer:Mark Waid,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-16T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
