49102,Night of the Living Deadpool (2014) #2,2,40241,36,"- Deadpool awakes from a food coma to find...THE ZOMBIE APOCALYPSE HAS OCCURRED! - Can the Merc with the Mouth avoid becoming the Merc in their Mouths? - Writer of the DEADPOOL KILLOGY Cullen Bunn brings us to one of Deadpool's darkest tales ever...and not just because it's in black & white (and red)! ",, | editor:Jordan White,, | onsaleDate:2014-01-29T00:00:00-0500 | focDate:2014-01-15T00:00:00-0500 | unlimitedDate:2014-07-28T00:00:00-0400 | digitalPurchaseDate:2014-01-29T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
