49914,Iron Patriot (2014) #5,5,10001,227,"""UNBREAKABLE"" PART 5 - The conclusion of ""UNBREAKABLE"" arrives -- and nothing will ever be the same! - He could have fallen alone. But instead they ran to his rescue - Losses on both sides multiply as the country spirals towards a new future. ",, | writer:Ales Kot,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
