50308,What If? Age of Ultron (2014) #4,4,20465,121,"- In a world without Captain America, the United States has lost its spirit, its inspiration. - A secret cabal unites to create a new Captain America in the nation's most trying time. - The war veteran Frank Castle is transformed into something far more than he ever imagined - but not everyone is Steve Rogers... ",, | writer:Joseph Keatinge | artist:Piotr Kowalski | penciller (cover):Chris Stevens,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
