48633,Guardians of the Galaxy (2013) #14,14,53976,23,"100th issue ANIVERSARY CELEBRATION! - 45 years in the making! It's finally here!!! The 100th issue of Guardians of the Galaxy! (Okay it's actually the 101st, but we had an X-Men crossover to get through! Sheesh!) - It's an all-star celebration of the most popular super team of 2014 as cosmic captain Brian Michael Bendis welcomes Nick Bradshaw (WOLVERINE AND THE X-MEN) to the team! - As the GOTG gets ready for new members VENOM and CAPTAIN MARVEL, there are unexpected dangers that promise to tear the team to its core. - Plus in this special double sized anniversary issue...two special back up stories by former GOTG writers Dan Abnett and Andy Lanning! ",, | writer:Brian Michael Bendis | penciller (cover):Nick Bradshaw,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
