48680,Uncanny X-Men (2013) #22,22,52731,26,"- The war between the Uncanny X-Men and S.H.I.E.L.D. heats up! - Can Cyclops and his team track down the source of this new brand of sentinels? And is S.H.I.E.L.D. really behind these attacks? ",, | artist:Chris Bachalo | writer:Brian Michael Bendis,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-06-04T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
