48619,Deadpool (2012) #31,31,49930,39,"Preston uncovers a secret from Deadpool&#39;s past that needs immediate attention! But Deadpool and Dazzler are still fighting off Dracula&#39;s forces!",, | penciller (cover):Mark Brooks | writer:Gerry Duggan | writer:Brian Posehn | artist:John Lucas, | Original Sin, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:3.99
 
