50221,Rocket Raccoon (2014) #1,1,7738,224,"ALL-NEW, IN-CONTINUITY SERIES! As defenders of the cosmos go, Rocket Raccoon has faced his fair share of galactic battles. He's been a hero to the weak, a champion of good, a protector of the innocent, a heartthrob to the many intergalactic female species and now--a raccoon on the run?! ( I'm sorry, I'm sorry, a ""formidable-and-expert-Guardian"" on the run. Rocket is NOT a raccoon, okay?) Rocket's high-flying life of adventure and heroism may soon be a thing of the past when he becomes a wanted man-and the authorities are not the only one on his TAIL! (We'll definitely be overusing that pun!) Superstar creator Skottie Young brings his A-game as writer and artist on the series we've been waiting decades for. Because let's be real, this is the only Guardian of the Galaxy you actually care about. Am I right? ", | Rocket Raccoon, | penciller (cover):Skottie Young, | Marvel NOW!, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
