48807,Savage Wolverine (2013) #17,17,22350,107,"- Logan stands between an innocent family and a corrupt time! - What is the secret of Grand Rapids? And how is it connected to Logan? - Richard Isanove (THE DARK TOWER) concludes his most brutal tale in the life of Wolverine! ",, | penciller (cover):Richard Isanove,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-03-31T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
