50501,Nightcrawler (2014) #5,5,25627,87,"- Who knew the life of a high school teacher isn't as glamorous as it's made out to be? - Struggling to adjust to everyday life back at the Jean Grey School, Nightcrawler turns to his fellow X-Men for inspiration. - But when it comes to life with the X-Men, inspiration may just come from the unlikeliest of places! ",, | writer:Chris Claremont | penciller (cover):Jamie McKelvie | artist:Todd Nauck,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-30T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
