50586,Amazing Spider-Man Annual (2014) #1,1,71284,7,"- Spider-Verse too intense for you? Jump back to 616 for two super special Spider-Man stories! - Rising star Sean Ryan (UNCANNY X-MEN/IRON MAN/NOVA SPECIALS, Suicide Squad) and Brandon Peterson (UNCANNY X-MEN, AGE OF ULTRON) bring you a story that will have everyone talking! - Jai Nitz (Dream Thief) and Marvel new-comer Ron Salas bring you a back-up story featuring a fan-favorite supporting cast member! ",, | writer:Jai Nitz | writer:Sean Ryan | penciller (cover):Brandon Peterson | artist:Ron Salas,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:4.99 | digitalPurchasePrice:4.99
 
