47993,Black Widow (2014) #8,8,24555,121,"On a snowy night in Prague, Natasha must fight her way out of disaster alongside the WINTER SOLDIER! Meanwhile, Isaiah has business of his own in London, but a simple plan gets complicated. Nathan Edmonson and Phil Noto continue their uninterrupted run on one of the most acclaimed books of the year.",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
