49260,All-New Ultimates (2014) #4,4,20561,113,"THE NEXT GENERATION OF ULTIMATES!!! - Hot bods & fun in the sun: What, you thought this was a new Marvel Swimsuit Special? It's just Black Widow, Kitty Pryde, Dagger & Bombshell getting in trouble, Coney Island style! - What villainess does Spider-Man fall in love with? - And what tragedy will change the life of Bombshell? ",, | penciller (cover):David Nakayama | artist:Amilcar Pinna,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-11T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
