46713,Wolverine (2013) #1,1,88923,3,"IT'S HUNTING SEASON! The best there is at what he does gets an all-new on-going! Pay attention very closely: there's a mystery here that even Wolverine hasn't sniffed out yet. When Wolverine finds himself the bargaining chip in a hostage situation, he must make a decision to save a little boy that will follow him forever...literally! How can a berserker fight what he can't see? And how far will he go to assert his humanity in the face of the Unknown? Find out when superstars Paul Cornell (CAPTAIN BRITAIN AND MI:13, Doctor Who, Action Comics) and Alan Davis (AVENGERS, CLANDESTINE, EXCALIBUR, UNCANNY X-MEN) take on the Wolverine!", | Wolverine, | writer:Paul Cornell | penciler (cover):Alan Davis,, | onsaleDate:2013-03-13T00:00:00-0400 | focDate:2013-02-27T00:00:00-0500 | unlimitedDate:2013-09-16T00:00:00-0400 | digitalPurchaseDate:2013-03-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
