49926,X-Force (2014) #7,7,23675,125,"X-Force has barely survived an encounter with their newest foe&mdash;the swaggering superhuman arms dealer VOLGA&hellip; &hellip;and with their secrets brought to light, they&#39;re barely surviving EACH OTHER. How will Cable&#39;s team keep it together to carry out their mission? Well I can tell you part of the answer: DOMINO is back! But she could just be in over her head already&hellip;",, | penciller (cover):Rock-He Kim | writer:Simon Spurrier,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
