47982,Amazing Spider-Man (2014) #1.3,1.3,74285,11,"LEARNING TO CRAWL PART 3! - Spider-Man's biggest fan becomes his first super-villain! - His name's Clash and he's about to ruin Spider-Man's life. That's not exaggeration! ",, | artist:Ramon Perez | penciller (cover):Alex Ross | writer:Dan Slott,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-16T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
