50618,Iron Man Special (2014) #1,1,28046,103,"CONTINUING THE STORY FROM JUNE&#39;S UNCANNY X-MEN SPECIAL #1 Iron Man returns to space to settle a score, but ends up embroiled with the fugitive UNCANNY X-MEN! Their paths cross in pursuit of Cyclops, who&#39;s been kidnapped by mysterious n&#39;er do wells. All this and guest-starring NOVA, THE HUMAN ROCKET!",, | penciller (cover):Gary Choo | writer:Sean Ryan,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
