48318,Mighty Avengers (2013) #3,3,28744,86,"The Blue Marvel joins the fight - and the Ebony Maw makes his move! A plague of demons is raging through Manhattan, and the only Avenger who can defeat them is... Spider Hero? What? Seriously, who is that guy?",, | writer:Al Ewing | penciller (cover):Greg Land, | Infinity, | onsaleDate:2013-11-06T00:00:00-0500 | focDate:2013-10-23T00:00:00-0400 | unlimitedDate:2014-05-05T00:00:00-0400 | digitalPurchaseDate:2013-11-06T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
