50209,Savage Hulk (2014) #3,3,24774,91,"THE ALL-NEW SERIES BY COMICS SUPERSTAR ALAN DAVIS CONTINUES! - Who, or what, is the newest gamma-powered goliath?! - Robots, mutants and Hulks, oh my! - To what lengths will Charles Xavier go to save Bruce Banner? ",, | penciller (cover):Alan Davis,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-07-30T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
