48518,Loki: Agent of Asgard (2014) #5,5,24794,89,"- Nobody else would have done it - because nobody else would have the nerve! Loki's crew comes together to crack the deepest dungeons of Asgardia itself! - It's the ultimate caper - but is there one plot twist too many for even the God of Trickery to handle? - This movie rated :( for tears before bedtime. ",, | writer:Al Ewing | penciller (cover):Jenny Frison | artist:Lee Garbett,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
