49527,New Warriors (2014) #8,8,16081,138,"Cover by TAKESHI MIYAZWA - Haechi, the Inhuman member of the New Warriors, is faced with a difficult choice. - Jake Waffles and Mister Whiskers are back again, but are they friend or foe? ",, | penciller (cover):Takeshi Miyazawa | artist:Marcus To | writer:Christopher Yost,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-23T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
