48811,Savage Wolverine (2013) #21,21,20050,146,"MAN OF WAR &ndash; Part One! In the midst of World War I, Logan leads a daring mission&hellip;and discovers he isn&#39;t the only mutant at war! B.P.R.D.&#39;s John Arcudi returns to Marvel with Joe Quinones (FF) for an epic that uncovers more of Logan&#39;s tortured past!",, | writer:John Arcudi | penciller (cover):Kevin Nowlan | artist:Joe Quinones,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-07-02T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
