45803,Amazing Spider-Man (2014) #4,4,117917,3,"The radioactive spider that gave Peter Parker his powers bit someone else, too! Who is Silk and where has she been? Don&#39;t miss this incredible new character who will be a major Spider-player for the whole year!",, | penciller (cover):Humberto Ramos | writer:Dan Slott, | Original Sin, | onsaleDate:2014-07-23T00:00:00-0400 | focDate:2014-06-30T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
