50382,Hulk (2014) #9,9,27697,90,"AN X-MAN COMETH FOR THE ""OMEGA HULK"" - DOC GREEN says ""Hello, KITTY!"" The PRYDE of the X-MEN guest stars. - Plus â€"" BRUCE BANNER returns! ...But in what shape? - And â€"" a recently de-powered HULK is placed in mortal danger. ",, | penciller (cover):Mark Bagley | writer:Gerry Duggan,, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
