49091,Ms. Marvel (2014) #3,3,37140,55,"- The All-New Ms. Marvel has already gained international fame. - But in Kamala's case, star-power comes with a whole lot of... awkwardness. - Find out why the most exciting new Marvel hero is also the most loveable! ",, | artist:Adrian Alphona | penciller (cover):Jamie McKelvie | writer:G. Willow Wilson,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
