49086,Moon Knight (2014) #10,10,26633,93,"Moon Knight's latest mission- BREAK INTO THE UNITED NATIONS BUILDING! Can he possibly deal with the consequences of these actions? ",, | editor:Nick Lowe | editor:Stephen Wacker | penciller:Greg Smallwood | writer:Brian Wood,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
