49923,X-Force (2014) #4,4,28067,78,"- X-Force goes head to head with France's superhuman black ops team! - But will X-Force's resident Frenchman Fantomex botch his teammates' mission? ",, | penciller (cover):Jorge Molina | writer:Simon Spurrier,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-16T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
