47990,Black Widow (2014) #5,5,27055,84,"NATHAN EDMONDSON (W) - Phil NOTO (A/C) - Paris, London, Montenegro. Natasha is in a race against time, under the shadow of the hammer... - A dark plot threatens Europe, and even SHIELD doesn't know who's behind it... - With nowhere to turn for answers, Natasha has no choice but to ask THE RAVEN for help... ",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
