49308,Iron Fist: The Living Weapon (2014) #4,4,26147,110,"When the Iron Fist opens his heart to someone, is it inevitable blood will follow? Are the wolves literally at the door? There is no place to hide, there is nowhere that is safe from the ghosts of Danny Rand&#39;s past.",, | penciller (cover):Kaare Andrews,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
