51025,Dark Tower: The Drawing of the Three - The Prisoner (2014) #5,5,10709,198,"CONCLUDING THIS CHILLING CHAPTER OF STEPHEN KING'S DARK FANTASY EPIC! - With magic doors appearing, his eyes changing color, strange voices in his head, and monstrous lobstrosities hungry for his flesh, can the drug-addled Eddie Dean survive his desperate mission to Miami? - A bold new chapter comes to a chilling conclusion by writers Peter David (All-New X-Factor) and Robin Furth (The Dark Tower: A Complete Concordance), and artist Piotr Kowalski (Marvel Knights: Hulk)! ",, | writer:Peter David | writer:Robin Furth | penciller:Piotr Kowalski | penciller (cover):Julian Totino Tedesco,, | onsaleDate:-0001-11-30T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:3.99
 
