49516,All-New Ghost Rider (2014) #5,5,21820,137,"""ENGINES OF VENGEANCE"" - It's the fight you've been waiting for: GHOST RIDER VS. a modified MR. HYDE - ROBBIE REYES' violent neighborhood has become a full-blown urban battlefield. Can he save it? Will he want to? - All-out action and a twist that will hit you at a 100mph! ",, | penciller (cover):Tradd Moore,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
