46451,Secret Avengers (2013) #7,7,20017,118,"-""Iliad"" Part Two - The truth about the events on AIM Island come to light...! ",, | artist:Butch Guice | penciller (cover):Nic Klein | writer:Nick Spencer,, | onsaleDate:2013-08-14T00:00:00-0400 | focDate:2013-07-31T00:00:00-0400 | unlimitedDate:2014-02-10T00:00:00-0500 | digitalPurchaseDate:2013-08-14T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
