48026,Amazing X-Men (2013) #8,8,41613,46,"- Wolverine takes a trip back to Canada... - But when he discovers that an old friend is missing, his visit soon transforms into a hairy situation. - New writers Craig Kyle and Chris Yost! ",, | writer:Craig Kyle | writer:Chris Yost | penciller (cover):Ed McGuinness,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
