48027,Amazing X-Men (2013) #9,9,40562,63,"Part 2 of World War Wendigo! - The X-Men and members of Alpha Flight join battle to stop the growing tide of Wendigos from consuming everything and everyone in its path! ",, | artist:Carlo Barberi | writer:Craig Kyle | writer:Chris Yost | penciller (cover):Ed McGuinness,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-16T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
