46731,Wolverine (2013) #12,12,50570,26,"     <ul><li>The penultimate chapter of KILLABLE, the storyline that will change Wolverine as we know him forever!</li><li>Wolverine is confronted with the mastermind behind the bounty on his head.</li><li>Meanwhile, the virus is in its final stages of a hostile takeover of the human race!</li></ul>",, | writer:Paul Cornell | penciler (cover):Alan Davis,, | onsaleDate:2013-12-11T00:00:00-0500 | focDate:2013-11-27T00:00:00-0500 | unlimitedDate:2014-06-16T00:00:00-0400 | digitalPurchaseDate:2013-12-11T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
