50927,Original Sin (2014) #5.4,5.4,42665,36,"THOR: THE TENTH REALM - Thanks to the events of ORIGINAL SIN, the deepest secret of the Nine Realms is revealed... a Tenth Realm! - Thor and Loki embark on a quest to discover this strange new world -- and the sister Thor never knew he had... Angela! - But can Loki be trusted? And will brother and sister murder each other before the truth comes out? ",, | writer:Jason Aaron | writer:Al Ewing | penciller (cover):Simone Bianchi | artist:Lee Garbett, | Original Sin, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-04T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
