47506,George Romero's Empire of the Dead: Act One (2014) #4,4,14855,143,"IT'S ZOMBIES VS VAMPIRES-WITH HUMANS CAUGHT IN THE CROSSFIRE- AS THE LEGENDARY GEORGE ROMERO UNLEASHES HIS NEXT UNDEAD EPIC! - Welcome to New York years after the eruption of an undead plague-a city not only teeming with zombies, but also ruled by a vampire! - Who is the ultimate wild card: the undead gladiator Zanzibar...the former cop known only as X...or the southern firecracker called Dixie Peach? - Plus: It's a terrorizing team-up in variant cover form when the Zombie Godfather George Romero unites with the Zombie King Arthur Suydam! ",, | penciller (cover):Alex Maleev,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400, | printPrice:3.99
 
