48844,The Superior Foes of Spider-Man (2013) #14,14,16604,135,"- A year of duplicity and double crossing leads to this â€"" who will live, who will die, who will get the head of Silvermane? - Spencer and Lieber bring this rollicking tail of evil to it's penultimate hour! ",, | penciller (cover):Kris Anka | artist:Steve Lieber | writer:Nick Spencer,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
