48552,Avengers Undercover (2014) #6,6,17771,126,"KILL CAPTAIN AMERICA! - A done-in-one focus on Death Locket: Half-girl, half-cyborg...all assassin! - What will Death Locket do: blow her cover-and seal her doom-by refusing to shoot Cap...or save her life by killing a Living Legend? ",, | artist:Timothy Green | writer:Dennis Hopeless | penciller (cover):Francesco Mattina,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-11T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
