48039,Superior Spider-Man (2013) #31,31,135484,2,"- SERIES FINALE! The end of an era! A tale of triumph and tragedy! The GREEN GOBLIN unmasked! A hero reborn! But what does this mean for OTTO OCTAVIUS?! - There's only one man who can save us from the Goblin Nation... PETER PARKER: The one, true SUPERIOR SPIDER-MAN! ",, | penciller (cover):Giuseppe Camuncoli | writer:Dan Slott,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:5.99 | digitalPurchasePrice:5.99
 
