49080,Moon Knight (2014) #4,4,40348,49,"- Moon Knight goes somewhere even more messed up than his own mind. - Something is happening to the subjects of a sleep experiment that's driving them all insane. - Go with Moon Knight to the Mushroom graveyard planet for the most troubling and disturbing issue yet! ",, | writer:Warren Ellis | penciller (cover):Declan Shalvey,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
