51169,Hawkeye vs Deadpool (2014) #3,3,36162,55,"- The baddest brawlers in Brooklyn continue to tear up the town in the next issue of HAWKEYE VS DEADPOOL! - So Black Cat's been brainwashing goons and dressing them as super heroes, huh? Good thing Hawkeye and Deadpool are on the case. - If they can stop fighting amongst each other, that is. ",,,, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
