49027,Captain Marvel (2014) #10,10,19973,130,"CAROL'S 100TH SOLO ISSUE ANNIVERSARY SPECIAL! - We're celebrating 100 issues of Carol Danvers' high-flying, smack-talking, and butt-kicking adventures, thanks to you our beloved Carol Corps! Join writer Kelly Sue DeConnick and artists David Lopez, Marcio Takara and more as we bring you a momentous (and over-sized) issue almost 50 years in the making! ",, | writer:Kelly Sue DeConnick | penciller (cover):David Lopez | artist:Marcio Takara,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:4.99 | digitalPurchasePrice:4.99
 
