49601,Miracleman (2014) #1,1,52313,23,"- KIMOTA! With one magic word, a long-forgotten legend lives again! - Freelance reporter Michael Moran always knew he was meant for something more -- now, a strange series of events leads him to reclaim his destiny! - Relive the ground-breaking eighties adventures that captured lightning in a bottle -- or experience them for the first time -- in these digitally restored, fully relettered editions! - Issue 1 includes material originally presented in WARRIOR #1 and MIRACLEMAN #1, plus the MARVELMAN PRIMER. Issue #2 includes material originally presented in WARRIOR #1-5, plus bonus material. ",, | writer:Mick Anglo | writer:Alan Davis | artist:Steve Dillon | artist:Garry Leach | artist:Paul Neary | penciller (cover):Joe Quesada,, | onsaleDate:2014-01-15T00:00:00-0500 | focDate:2013-12-29T00:00:00-0500, | printPrice:5.99
 
