48767,Iron Man (2012) #24,24,31257,67,"THE NEW EPIC CONTINUES, ""RINGS OF THE MANDARINS"" - TONY STARK on a black op behind enemy lines that goes horribly wrong? He's fine with that. - When the enemy lines is ""Svartalfheim, home of the Dark Elves"" and MALEKITH THE ACCURSED wants to wear your skin, things get complicated. - Will Tony have to resort to a very special IRON MAN suit? ",, | penciller (cover):Mike Del Mundo | writer:Kieron Gillen | artist:Luke Ross,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
